申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,地建號範圍,行政區,地段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),3640000,1410000,2230000,,Y,1070109,,4,355,8.18,商,,,73.78,見其它登記事項,見其它登記事項,15,1080816,0,四層,,,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4390000,1290000,2290000,810000,Y,1060919,,4,355,8.64,商,,,79.07,見其它登記事項,見其它登記事項,15,1080816,0,五層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),3610000,1390000,2220000,,Y,1060911,,4,355,8.18,商,,,73.78,見其它登記事項,見其它登記事項,15,1080816,0,十一層,,,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4410000,1300000,2300000,810000,Y,1060605,,4,355,8.64,商,,,79.07,見其它登記事項,見其它登記事項,15,1080816,0,八層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4610000,1380000,2420000,810000,Y,1070310,,4,355,8.64,商,,,79.07,見其它登記事項,見其它登記事項,15,1080816,0,十四層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),5920000,2200000,3720000,,Y,1070305,,4,355,13.35,商,,,120.35,見其它登記事項,見其它登記事項,15,1080816,0,七層,,,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),6770000,2070000,3890000,810000,Y,1061211,,4,355,13.81,商,,,125.64,見其它登記事項,見其它登記事項,15,1080816,0,八層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),6870000,2050000,3910000,910000,Y,1071108,,4,355,13.81,商,,,125.64,見其它登記事項,見其它登記事項,15,1080816,0,十層,910000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7010000,2050000,3950000,1010000,Y,1080129,,4,355,13.81,商,,,125.64,見其它登記事項,見其它登記事項,15,1080816,0,十一層,1010000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),3380000,1340000,2040000,,Y,1060727,,4,355,7.87,商,,,70.92,見其它登記事項,見其它登記事項,15,1080816,0,六層,,,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7600000,2090000,4190000,1320000,Y,1070128,,4,355,14.67,商,,,140.44,見其它登記事項,見其它登記事項,15,1080816,0,十一層,1320000,13.81,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7190000,2410000,3870000,910000,Y,1071103,,4,355,14.52,商,,,132,見其它登記事項,見其它登記事項,15,1080816,0,十一層,910000,5.29,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),5480000,,,,Y,1081124,,4,349,13.24,住,,,126.17,住家用,鋼筋混凝土造,15,1000913,8,六層,0,0,德賢路571~600號,楠梓區,和平段五小段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),3650000,,,,Y,1081130,,4,322,7.67,商,,,80.13,住家用,見其它登記事項,15,1030423,6,五層,,,裕昌街121~150號,楠梓區,藍昌段二小段
買賣,房地(土地+建物)+車位,2,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7500000,,,,Y,1081122,,4,353,20.66,住,,,186.56,住家用,鋼筋混凝土造,17,1010817,7,二層,0,25.65,土庫三路251巷1~30號,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),4100000,,,,Y,1081116,,4,320,16.8,住,,,136,住家用,鋼筋混凝土造,16,790914,29,十二層,,,軍校路712巷1~30號,楠梓區,莒光段三小段
買賣,房地(土地+建物),1,1,,1,1,1,Y,套房(1房(1廳)1衛),800000,,,,Y,1081208,,4,355,9.57,住,,,32.13,住家用,見其它登記事項,6,900907,18,六層,,,芎蕉五街151~180號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),3800000,,,,Y,1081205,,4,353,14.93,住,,,113.4,住家用,鋼筋混凝土造,13,941206,14,十層,,,土庫一路151~180號,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),1600000,,,,Y,1081130,,4,317,25.7,住,,,108.79,,鋼筋混凝土造,5,750530,34,四層,,,樂群路73巷1~30號,楠梓區,加昌段
買賣,房地(土地+建物)+車位,3,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),6700000,,,,Y,1081027,,4,351,22.68,住,,,143.84,住家用,鋼筋混凝土造,15,1011122,7,二層,0,0,興泰街61~90號,楠梓區,高昌段
買賣,房地(土地+建物)+車位,1,2,2,5,4,4,Y,住宅大樓(11F含以上有電梯),7000000,,,,Y,1081005,,4,318,12.66,商,,,161.61,住家用,鋼筋混凝土造,16,850705,23,五層,0,0,後昌路886巷31~60號,楠梓區,莒光段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),2150000,,,,N,1081029,,4,314,33.5,住,,,96.39,,鋼筋混凝土造,5,690815,39,五層,,,德信街91~120號,楠梓區,和平段一小段
買賣,房地(土地+建物),1,1,,4,1,2,Y,公寓(5F含以下無電梯),2470000,,,,N,1081022,,4,349,30,住,,,121.66,,鋼筋混凝土造,5,770123,32,三層,,,惠民路71巷1~30號,楠梓區,和平段五小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),2980000,,,,N,1081105,,4,319,32.5,住,,,79.25,,鋼筋混凝土造,5,700409,39,三層,,,軍校路782巷1~30號,楠梓區,莒光段二小段
買賣,土地,3,,,,,,Y,,8821200,8821200,,,N,1081028,1.含未登記建物。,4,308,243,住,,,,,,,,,,,,後勁段四小段181~210地號,楠梓區,後勁段四小段
買賣,房地(土地+建物),1,1,,2,2,1,Y,住宅大樓(11F含以上有電梯),3600000,,,,N,1081018,,4,329,13.01,住,,,83.28,見其它登記事項,見其它登記事項,15,1041103,4,十四層,,,廣昌街181~210號,楠梓區,右昌段六小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,華廈(10F含以下有電梯),4900000,,,,Y,1080920,買賣雙方約定以備件日為公契立契日,4,353,38.34,住,,,136.22,住家用,鋼筋混凝土造,10,830927,25,二層,0,0,土庫五路28巷9弄1~30號,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,5,2,3,Y,透天厝,10300000,,,,N,1081004,,4,355,100.89,住,,,174.1,住家用,鋼筋混凝土造,4,961121,12,一層;二層;三層;四層,,,芎林六街151~180號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,1,1,1,Y,套房(1房(1廳)1衛),750000,,,,Y,1081113,,4,355,9.01,住,,,30.22,住家用,見其它登記事項,6,900907,18,三層,,,芎蕉五街151~180號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),10380000,,,1400000,Y,1081012,,4,376,24.81,住,,,173.86,見其它登記事項,見其它登記事項,15,1040803,4,二層,1400000,25.09,德中路241~270號,楠梓區,援中段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7240000,2150000,3860000,1230000,Y,1070409,,4,355,13.72,商,,,132.26,見其它登記事項,見其它登記事項,15,1080816,0,十五層,1230000,12.64,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4520000,1320000,2390000,810000,Y,1071118,,4,355,8.61,商,,,78.67,見其它登記事項,見其它登記事項,15,1080816,0,二層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4140000,1190000,2140000,810000,Y,1060529,,4,355,7.96,商,,,72.84,見其它登記事項,見其它登記事項,15,1080816,0,五層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),6910000,2110000,3890000,910000,Y,1080112,,4,355,13.81,商,,,125.64,見其它登記事項,見其它登記事項,15,1080816,0,十二層,910000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7050000,2150000,3890000,1010000,Y,1070805,,4,355,14.52,商,,,131.93,見其它登記事項,見其它登記事項,15,1080816,0,三層,1010000,5.29,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7050000,2150000,3890000,1010000,Y,1080113,,4,355,14.52,商,,,131.93,見其它登記事項,見其它登記事項,15,1080816,0,四層,1010000,5.29,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4650000,1210000,2530000,910000,Y,1070814,,4,355,8.61,商,,,78.68,見其它登記事項,見其它登記事項,15,1080816,0,四層,910000,5.29,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,,,,N,店面(店鋪),12310000,4270000,7030000,1010000,Y,1060529,有1間衛浴設備,4,355,9.71,商,,,87.9,見其它登記事項,見其它登記事項,15,1080816,0,一層,1010000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,,,,N,店面(店鋪),7260000,2760000,4500000,,Y,1060608,有1間衛浴設備,4,355,7.53,商,,,67.03,見其它登記事項,見其它登記事項,15,1080816,0,一層,,,芎林一街91~120號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7600000,2090000,4190000,1320000,Y,1070128,,4,355,14.67,商,,,140.44,見其它登記事項,見其它登記事項,15,1080816,0,十二層,1320000,13.81,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),6600000,2060000,3730000,810000,Y,1061220,,4,355,13.72,商,,,124.9,見其它登記事項,見其它登記事項,15,1080816,0,四層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),3280000,1300000,1980000,,Y,1060519,,4,355,7.5,商,,,67.55,見其它登記事項,見其它登記事項,15,1080816,0,三層,,,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,,,,N,店面(店鋪),7270000,2280000,3980000,1010000,Y,1060519,,4,355,6.71,商,,,61.15,見其它登記事項,見其它登記事項,15,1080816,0,一層,1010000,5.29,芎林一街91~120號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,7,1,7,Y,透天厝,7000000,,,,N,1081101,含增建1~4樓建滿。,4,337,60,住,,,84.69,住家用,鋼筋混凝土造,3,850924,23,一層;二層;三層;屋頂突出物,,,青埔街1巷1~30號,楠梓區,楠梓段三小段
買賣,房地(土地+建物),1,1,,7,1,7,Y,透天厝,7000000,,,,N,1081101,含增建1~4樓建滿。,4,337,60,住,,,84.69,住家用,鋼筋混凝土造,3,850924,23,一層;二層;三層;屋頂突出物,,,青埔街1巷1~30號,楠梓區,楠梓段三小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,3,Y,住宅大樓(11F含以上有電梯),12000000,8175000,3825000,,Y,1081219,,4,382,29.49,住,,,175.1,見其它登記事項,見其它登記事項,15,1080104,1,一層;夾層,0,0,德富街286巷1~30號,楠梓區,翠屏段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,華廈(10F含以下有電梯),4400000,,,,Y,1081110,,4,348,18.62,住,,,123.06,住家用,鋼筋混凝土造,7,810218,28,五層;電梯樓梯間,,,德民路356巷16弄1~30號,楠梓區,和平段四小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),2900000,,,,N,1081021,,4,317,26.94,住,,,97.6,,鋼筋混凝土造,5,701214,38,三層,,,惠民路181~210號,楠梓區,加昌段
買賣,房地(土地+建物),2,1,,,,,N,透天厝,10800000,,,,N,1081114,,4,343,146,住,,,69.42,住家用,土造,1,20502,107,一層,,,楠梓路91~120號,楠梓區,楠都段一小段
買賣,房地(土地+建物),1,1,,4,2,2,Y,華廈(10F含以下有電梯),3700000,,,,Y,1081121,,4,344,22.28,住,,,130.77,住家用,鋼筋混凝土造,7,850304,24,三層,,,興楠路151巷1~30號,楠梓區,楠都段二小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,華廈(10F含以下有電梯),3300000,,,,N,1081028,,4,338,36.07,住,,,115.23,住家用,鋼筋混凝土造,6,850320,24,六層,,,高楠公路1747巷87弄1~30號,楠梓區,楠梓段四小段
買賣,房地(土地+建物),1,1,,5,2,4,Y,透天厝,11680000,,,,N,1081012,含增建或未登記建物。;附家電傢俱。含裝潢。賣方已相當減價出售予買方，買方同意賣方對本買賣標的物無須負擔瑕疵擔保責任。,4,352,109.15,住,,,210.78,住家用,鋼筋混凝土造,4,931119,15,一層;二層;三層;四層,,,立仁街96巷1~30號,楠梓區,清楠段
買賣,房地(土地+建物),2,1,,2,2,1,Y,住宅大樓(11F含以上有電梯),2600000,,,,Y,1081208,,4,352,10.92,商,,,92.4,住家用,鋼筋混凝土造,17,831014,25,十五層,,,旗楠路871~900號,楠梓區,清楠段
買賣,房地(土地+建物),1,1,,2,2,1,Y,透天厝,2200000,,,,N,1081211,,4,345,43,住,,,57.12,,磚造,2,581001,50,一層;二層,,,建楠橫路40之2巷1~30號,楠梓區,楠都段三小段
買賣,車位,,,1,,,,Y,,600000,,,,N,1081211,,4,337,1.33,住,,,14.09,見其它登記事項,見其它登記事項,19,830628,25,地下層,0,0,楠梓新路241~270號,楠梓區,楠梓段三小段
買賣,房地(土地+建物),1,1,,4,2,5,Y,透天厝,14500000,8700000,5800000,,Y,1081124,,4,394,69.6,住,,,208.64,見其它登記事項,見其它登記事項,5,1080502,1,一層;二層;三層;四層;五層;騎樓,,,惠勇街121~150號,楠梓區,惠民段
買賣,房地(土地+建物),1,1,,4,2,5,Y,透天厝,15000000,9000000,6000000,,Y,1081125,,4,394,75.67,住,,,225.5,見其它登記事項,見其它登記事項,5,1080502,1,一層;二層;三層;四層;五層;騎樓,,,惠智街91~120號,楠梓區,惠民段
買賣,房地(土地+建物),1,1,,4,2,5,Y,透天厝,15200000,9120000,6080000,,Y,1081125,,4,394,73.3,住,,,220.11,見其它登記事項,見其它登記事項,5,1080502,1,一層;二層;三層;四層;五層;騎樓,,,惠智街91~120號,楠梓區,惠民段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4930000,2220000,2710000,,Y,1081123,,4,353,8.93,商,,,104.49,見其它登記事項,見其它登記事項,22,1070105,2,十九層,0,18.35,興西路121~150號,楠梓區,清豐段
買賣,土地,2,,,,,,Y,,129300000,129300000,,,N,1080925,,4,355,1899.72,住,,,,,,,,,,,,芎蕉段211~240地號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4610000,1220000,2480000,910000,Y,1070128,,4,355,8.24,商,,,75.4,見其它登記事項,見其它登記事項,15,1080816,0,十二層,910000,5.29,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),4100000,1840000,2260000,,Y,1081030,,4,353,6.59,商,,,86.15,見其它登記事項,見其它登記事項,22,1070105,2,七層,,,興西路121~150號,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),4180000,1880000,2300000,,Y,1081105,,4,353,7.02,商,,,92.32,見其它登記事項,見其它登記事項,22,1070105,2,七層,,,興西路121~150號,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),4170000,1880000,2290000,,Y,1081115,,4,353,7.02,商,,,91.76,見其它登記事項,見其它登記事項,22,1070105,2,七層,,,興西路121~150號,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),4880000,2440000,2440000,,Y,1081109,,4,368,7.73,商,,,101.44,見其它登記事項,見其它登記事項,23,1070502,2,五層,,,大學二十街1~30號,楠梓區,藍田西段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),4800000,2400000,2400000,,Y,1081112,,4,368,7.73,商,,,101.44,見其它登記事項,見其它登記事項,23,1070502,2,六層,,,大學二十街1~30號,楠梓區,藍田西段
買賣,房地(土地+建物),1,1,,5,2,4,Y,透天厝,15600000,,,,N,1081006,,4,362,109.42,住,,,219.47,住家用,鋼筋混凝土造,4,960905,12,一層;二層;三層;四層,,,大學三十街121~150號,楠梓區,藍田東段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8990000,4490000,4500000,,Y,1081102,,4,368,14.45,商,,,169.45,見其它登記事項,見其它登記事項,23,1070502,2,二十一層,0,29.91,大學二十街1~30號,楠梓區,藍田西段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8350000,,,,Y,1081029,,4,315,19.14,住,,,150.34,見其它登記事項,見其它登記事項,15,1041103,4,十三層,0,28.88,海專路241~270號,楠梓區,和平段二小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,華廈(10F含以下有電梯),5040000,,,,Y,1081021,,4,338,16.97,住,,,117.72,住家用,鋼筋混凝土造,9,821223,26,七層,,,高楠公路1747巷31~60號,楠梓區,楠梓段四小段
買賣,房地(土地+建物),3,1,,5,2,4,Y,透天厝,10900000,,,,N,1081019,,4,362,78.7,住,,,219.19,見使用執照,鋼筋混凝土造,5,950313,14,一層;二層;三層;四層;五層,,,藍田路8巷1~30號,楠梓區,藍田東段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),8800000,,,1300000,Y,1080622,,4,376,30.19,住,,,217.26,見其它登記事項,見其它登記事項,15,1040803,4,五層,1300000,25.09,德中路241~270號,楠梓區,援中段一小段
買賣,房地(土地+建物),1,1,,5,1,2,Y,公寓(5F含以下無電梯),2380000,,,,N,1081112,,4,317,33.9,住,,,77.65,,鋼筋混凝土造,4,670920,41,四層,,,德民路631~660號,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,2,2,2,Y,公寓(5F含以下無電梯),4500000,,,,N,1081103,,4,317,26.88,住,,,72.17,,鋼筋混凝土造,5,701120,38,一層;騎樓,,,壽民路211~240號,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,5280000,,,,N,1080922,,4,317,82,住,,,95.64,,加強磚造,2,680406,40,一層;二層,,,益群路3巷1~30號,楠梓區,加昌段
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,Y,住宅大樓(11F含以上有電梯),5800000,,,,Y,1081117,,4,350,12.92,住,,,115.94,見其它登記事項,見其它登記事項,15,1040119,5,七層,0,0,德民路781~810號,楠梓區,德昌段
買賣,房地(土地+建物),1,1,,6,2,4,Y,透天厝,7450000,,,,N,1080806,,4,322,60,住,,,74.4,住家用,加強磚造,2,651202,43,一層;二層,,,藍昌路215巷1~30號,楠梓區,藍昌段二小段
買賣,房地(土地+建物),1,1,,3,2,1,Y,公寓(5F含以下無電梯),2680000,,,,N,1081201,,4,317,26.03,住,,,77.99,,鋼筋混凝土造,5,670607,41,二層,,,樂群路241~270號,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,5,3,5,Y,透天厝,20200000,,,,N,1080908,,4,365,110.08,住,,,310.82,見其它登記事項,見其它登記事項,5,1080806,0,一層;二層;三層;四層;五層,,,大學五街61~90號,楠梓區,藍田中段
買賣,房地(土地+建物),2,1,,5,2,5,Y,透天厝,15400000,,,,N,1080928,,4,365,101.6,住,,,239.98,見其它登記事項,見其它登記事項,4,1080806,0,一層;二層;三層;四層,,,大學五街57巷1~30號,楠梓區,藍田中段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4380000,1250000,2320000,810000,Y,1070204,,4,355,8.33,商,,,76.22,見其它登記事項,見其它登記事項,15,1080816,0,十一層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4410000,1180000,2420000,810000,Y,1070121,,4,355,8.33,商,,,76.22,見其它登記事項,見其它登記事項,15,1080816,0,十三層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),6050000,2300000,3750000,,Y,1060610,,4,355,14.06,商,,,126.64,見其它登記事項,見其它登記事項,15,1080816,0,十四層,,,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),3740000,1440000,2300000,,Y,1080417,,4,355,8.15,商,,,73.39,見其它登記事項,見其它登記事項,15,1080816,0,二層,,,創新路781~810號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,3,1,2,Y,華廈(10F含以下有電梯),2500000,,,,N,1081008,,4,352,19.67,住,,,110.44,住家用,鋼筋混凝土造,8,811228,27,三層;電梯樓梯間,,,清安街42巷1~30號,楠梓區,清楠段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4390000,1300000,2280000,810000,Y,1060615,,4,355,8.64,商,,,79.07,見其它登記事項,見其它登記事項,15,1080816,0,七層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4070000,1200000,2060000,810000,Y,1060520,,4,355,7.96,商,,,72.84,見其它登記事項,見其它登記事項,15,1080816,0,四層,810000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,,,,N,店面(店鋪),10340000,3460000,5870000,1010000,Y,1060613,有1間衛浴設備。,4,355,7.9,商,,,71.65,見其它登記事項,見其它登記事項,15,1080816,0,一層,1010000,5.29,創新路751~780號,楠梓區,芎蕉段
買賣,土地,1,,,,,,Y,,1500000,1500000,,,N,1080921,,4,332,118,住,,,,,,,,,,,,藍田段二小段1291~1320地號,楠梓區,藍田段二小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),12420000,7720000,3320000,1380000,Y,1081010,二人共同承買.總價含裝潢.,4,308,18.71,住,,,186.38,見其它登記事項,見其它登記事項,15,1041112,4,十二層,1380000,17.81,加昌路61~90號,楠梓區,後勁段四小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,4680000,,,,N,1081017,,4,329,59,住,,,80.03,,加強磚造,2,700512,38,一層;二層,,,右昌忠義五巷31~60號,楠梓區,右昌段六小段
買賣,房地(土地+建物),1,1,,2,2,2,Y,住宅大樓(11F含以上有電梯),4200000,,,,Y,1080802,,4,376,10.42,商,,,99.36,見其它登記事項,見其它登記事項,15,1060930,2,四層,,,大學二十九路301~330號,楠梓區,援中段一小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),7500000,,,,Y,1081116,,4,382,25.65,住,,,181.32,住家用,鋼筋混凝土造,15,1011123,7,四層,0,24.28,德豐街151~180號,楠梓區,翠屏段一小段
買賣,房地(土地+建物),1,1,,3,2,1,Y,透天厝,4150000,,,,N,1081117,含增建或未登記建物。;1樓和2樓後方戶外推,4,329,68,住,,,58.81,,加強磚造,2,620215,47,一層;二層,,,右昌忠義八巷1~30號,楠梓區,右昌段六小段
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,Y,住宅大樓(11F含以上有電梯),4900000,,,,Y,1080930,,4,355,17.68,商,,,143.15,住家用,鋼筋混凝土造,11,1010724,7,四層,0,0,芎林二街61~90號,楠梓區,芎蕉段
買賣,房地(土地+建物),2,1,,4,2,3,Y,透天厝,11000000,,,,N,1080927,,4,319,86,住,,,132.36,,加強磚造,3,640303,45,一層;二層;三層;騎樓,,,和光街109巷61~90號,楠梓區,莒光段二小段
買賣,房地(土地+建物),1,1,,3,2,1,Y,住宅大樓(11F含以上有電梯),3900000,,,,Y,1081019,,4,317,7.68,商,,,93.46,住家用,鋼筋混凝土造,15,951130,13,二層,,,加宏路191巷51弄1~30號,楠梓區,加昌段
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,Y,住宅大樓(11F含以上有電梯),7230000,3980000,3250000,,Y,1081008,含裝潢,4,376,16.48,住,,,120.08,見其它登記事項,見其它登記事項,15,1080522,0,二層,0,0,大學西路31~60號,楠梓區,援中段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,Y,住宅大樓(11F含以上有電梯),7050000,3910000,3140000,,Y,1081024,含裝潢,4,376,15.87,住,,,115.92,見其它登記事項,見其它登記事項,15,1080522,0,二層,0,0,大學西路31~60號,楠梓區,援中段一小段
買賣,房地(土地+建物)+車位,2,2,1,4,2,2,Y,住宅大樓(11F含以上有電梯),4650000,,,,Y,1081106,,4,352,15.16,商,,,147.19,住家用,鋼筋混凝土造,17,831014,25,十二層,0,0,旗楠路871~900號,楠梓區,清楠段
買賣,房地(土地+建物),3,1,,3,2,1,Y,公寓(5F含以下無電梯),1980000,,,,N,1081023,,4,317,27.1,住,,,80,,鋼筋混凝土造,5,670607,41,四層,,,樂群路211~240號,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,11500000,,,,N,1080908,,4,323,77,住,,,192.7,,鋼筋混凝土造,4,760504,32,一層;二層;三層;四層;騎樓;地下層,,,後昌路1141~1170號,楠梓區,藍昌段三小段
買賣,房地(土地+建物),2,1,,1,1,1,Y,套房(1房(1廳)1衛),1250000,,,,Y,1080928,,4,349,4.2,商,,,25.27,見其它登記事項,鋼筋混凝土造,11,950626,13,五層,,,德惠路70巷1~30號,楠梓區,和平段五小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,Y,住宅大樓(11F含以上有電梯),5900000,,,,Y,1080922,,4,315,13.48,住,,,110.01,見其它登記事項,見其它登記事項,15,1041103,4,十四層,0,26.86,海專路211~240號,楠梓區,和平段二小段
