申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,地建號範圍,行政區,地段
買賣,房地(土地+建物)+車位,1,1,2,,,,N,辦公商業大樓,12000000,,,,Y,1080919,,6,701,31.39,商,,,361.95,,鋼筋混凝土造,12,800312,29,八層,0,0,民生一路181~210號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,2,0,2,Y,店面(店鋪),32620000,,,,N,1080927,,6,706,67,商,,,73.95,,磚造,2,470531,61,一層;夾層,,,仁智街241~270號,新興區,大統段二小段
買賣,車位,,,1,,,,Y,,590000,,,590000,Y,1081001,,6,701,2.03,商,,,35.74,停車空間,鋼筋混凝土造,19,871014,21,地下一層;地下二層;地下三層,590000,35.74,七賢一路211~240號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),6300000,,,,Y,1080921,,6,704,10.35,商,,,111.44,住家用,鋼筋混凝土造,14,910403,17,五層,,,民主路31~60號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,20000000,,,,N,1080917,,6,702,71,商,,,189.27,,加強磚造,3,,,一層;二層;三層;騎樓,,,八德一路271~300號,新興區,新興段二小段
買賣,房地(土地+建物),2,1,,1,1,1,Y,住宅大樓(11F含以上有電梯),1170000,,,,Y,1081011,,6,701,3.58,商,,,26.32,,鋼筋混凝土造,12,690610,39,十一層,,,復興一路1~30號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,,,,N,住宅大樓(11F含以上有電梯),8600000,,,,Y,1080822,,6,702,14,商,,,168.88,商業用,鋼筋混凝土造,12,841214,24,十層,,,林森一路181~210號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,,,,N,透天厝,13700000,,,,N,1081001,,6,701,81,商,,,260.28,,鋼筋混凝土造,4,680303,41,一層;二層;三層;四層;騎樓,,,渤海街91~120號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,1,1,1,Y,套房(1房(1廳)1衛),1960000,,,,Y,1081007,,6,703,3.4,商,,,44.2,住家用,鋼筋混凝土造,16,830407,26,十六層,,,復興一路61~90號,新興區,新興段三小段
買賣,房地(土地+建物),2,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),3200000,,,,Y,1080730,,6,702,6.47,商,,,64.72,,鋼筋混凝土造,12,660627,42,四層,,,林森一路241~270號,新興區,新興段二小段
買賣,房地(土地+建物)+車位,3,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),22000000,,,,Y,1080713,,6,701,16.66,商,,,274.63,住家用,鋼骨鋼筋混凝土造,26,910301,17,四層,0,19.84,五福一路91~120號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),3200000,,,,N,1080925,,6,701,37,商,,,99.19,,鋼筋混凝土造,5,701013,38,五層,,,錦田路31~60號,新興區,新興段一小段
買賣,房地(土地+建物),2,1,,3,2,2,Y,公寓(5F含以下無電梯),4000000,,,,N,1080928,,6,705,21.56,商,,,69.02,,鋼筋混凝土造,5,770715,31,二層,,,民生一路255巷31~60號,新興區,大統段一小段
買賣,房地(土地+建物)+車位,1,1,1,5,2,3,Y,華廈(10F含以下有電梯),7750000,,,,N,1081012,,6,701,23.61,商,,,146.57,住家用,鋼筋混凝土造,7,830217,26,二層,0,0,達仁街61~90號,新興區,新興段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),10780000,,,,Y,1081002,,6,704,9.07,商,,,133.8,住家用,鋼筋混凝土造,15,1050413,3,三層,0,0,七賢二路31~60號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,1,1,1,Y,住宅大樓(11F含以上有電梯),1720000,,,,Y,1081003,,6,701,2.92,商,,,33.72,住家用,鋼筋混凝土造,13,880528,20,六層,,,六合一路61~90號,新興區,新興段一小段
買賣,土地,2,,,,,,Y,,20200000,,,,N,1080920,,6,702,155.33,商,,,,,,,,,,,,新興段二小段751~780地號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,3,2,3,Y,透天厝,11700000,,,,N,1080928,,6,701,48,商,,,136.55,,加強磚造,3,570125,52,一層;二層;三層;騎樓,,,復橫一路91~120號,新興區,新興段一小段
買賣,房地(土地+建物),2,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),4380000,,,,Y,1081014,,6,700,18.41,商,,,125.53,,鋼筋混凝土造,12,721119,36,六層,,,河南一路1~30號,新興區,大港埔段
買賣,車位,,,1,,,,Y,,850000,,,850000,Y,1081022,,6,705,0.5,商,,,8.85,,,,,,,850000,8.85,高雄市新興區五福二路61~90號,新興區,大統段一小段
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,Y,住宅大樓(11F含以上有電梯),38800000,,,,Y,1080919,,6,705,39.17,商,,,424.21,住家用,鋼筋混凝土造,13,1060216,3,五層,0,45.88,民生一路331~360號,新興區,大統段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),6250000,,,,Y,1081015,,6,705,7.52,商,,,130.55,住家用,鋼筋混凝土造,26,840911,24,八層,,,五福二路61~90號,新興區,大統段一小段
買賣,房地(土地+建物),1,1,,5,2,4,Y,透天厝,12500000,,,,N,1080913,,6,704,56,商,,,100.34,,加強磚造,2,550322,53,一層;二層;騎樓,,,明星街61~90號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,,,,N,套房(1房(1廳)1衛),2350000,,,,Y,1080923,,6,702,3.5,商,,,41.24,住家用,鋼筋混凝土造,14,940803,14,八層,,,南華路181~210號,新興區,新興段二小段
買賣,房地(土地+建物)+車位,1,1,10,2,1,1,Y,住宅大樓(11F含以上有電梯),10900000,,,,Y,1080916,,6,704,12.08,商,,,134.6,住家用,鋼筋混凝土造,14,890304,20,十三層,0,0,中正四路61~90號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),3330000,,,,N,1081008,,6,702,21.9,商,,,88.47,,鋼筋混凝土造,5,721103,36,四層,,,林森一路203巷1~30號,新興區,新興段二小段
買賣,房地(土地+建物),2,1,,,,,N,透天厝,4500000,,,,N,1080906,,6,704,47,商,,,89.44,,加強磚造,3,541227,54,一層;二層;三層,,,同愛街35巷61~90號,新興區,新興段四小段
買賣,房地(土地+建物),2,1,,1,1,1,Y,華廈(10F含以下有電梯),1150000,,,,Y,1080910,,6,704,6.12,商,,,40.9,,鋼筋混凝土造,8,800722,28,六層,,,南台橫路31~60號,新興區,新興段四小段
買賣,房地(土地+建物),2,1,,1,1,1,Y,華廈(10F含以下有電梯),1400000,,,,Y,1081020,,6,704,5.59,商,,,40.74,,鋼筋混凝土造,10,660802,42,九層,,,自立一路61~90號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,3,1,2,Y,住宅大樓(11F含以上有電梯),3200000,,,,Y,1080920,,6,704,7.53,商,,,92.05,,鋼筋混凝土造,12,720428,36,四層,,,南台路1~30號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,3,1,3,Y,住宅大樓(11F含以上有電梯),6600000,,,,Y,1081005,,6,702,25.07,商,,,147.11,,鋼筋混凝土造,12,730501,35,三層,,,七賢一路421~450號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,5,2,4,Y,透天厝,34000000,,,,N,1080912,,6,701,111,商,,,357.86,,鋼筋混凝土造,4,750206,34,一層;二層;三層;四層;騎樓;地下層,,,六合一路31~60號,新興區,新興段一小段
買賣,房地(土地+建物),2,1,,3,2,2,Y,公寓(5F含以下無電梯),4250000,,,,N,1081027,,6,702,50.5,商,,,112.09,,鋼筋混凝土造,4,641022,44,二層,,,忠孝一路320巷1~30號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,2,2,2,Y,公寓(5F含以下無電梯),3900000,,,,N,1080826,,6,702,20.8,商,,,91.15,,鋼筋混凝土造,5,760512,32,二層,,,南華橫二路1~30號,新興區,新興段二小段
買賣,房地(土地+建物),3,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),4500000,,,,Y,1081018,,6,703,10.87,商,,,88.46,,鋼筋混凝土造,11,680315,41,四層,,,林森一路151~180號,新興區,新興段三小段
買賣,房地(土地+建物),1,1,,,,,N,住宅大樓(11F含以上有電梯),8600000,,,,Y,1080822,,6,702,14,商,,,168.88,商業用,鋼筋混凝土造,12,841214,24,九層,,,林森一路181~210號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,4,2,2,Y,住宅大樓(11F含以上有電梯),9500000,,,,Y,1081015,,6,703,15.05,商,,,176.86,住家用,鋼筋混凝土造,14,930202,16,四層,,,中正三路61~90號,新興區,新興段三小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,華廈(10F含以下有電梯),8600000,,,,Y,1081003,,6,703,27.41,商,,,183.49,,鋼筋混凝土造,7,771215,31,四層,0,0,復橫一路211~240號,新興區,新興段三小段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,華廈(10F含以下有電梯),3960000,,,,Y,1081015,,6,703,17.02,商,,,116.43,住家用,鋼筋混凝土造,7,821220,26,七層;走廊,0,0,復橫一路181~210號,新興區,新興段三小段
買賣,房地(土地+建物)+車位,1,1,2,,,,N,店面(店鋪),12500000,,,,Y,1080827,,6,704,11.3,商,,,151.67,商業用,鋼筋混凝土造,12,850903,23,一層,0,0,自立二路162巷1~30號,新興區,新興段四小段
買賣,房地(土地+建物),2,1,,2,2,2,Y,住宅大樓(11F含以上有電梯),1500000,,,,N,1080918,,6,702,7.59,商,,,63.26,,鋼筋混凝土造,12,701204,38,五層,,,七賢一路451~480號,新興區,新興段二小段
買賣,房地(土地+建物),4,1,,1,0,1,Y,住宅大樓(11F含以上有電梯),1050000,,,,Y,1081022,,6,703,3.36,商,,,27.85,,鋼筋混凝土造,12,690815,39,九層,,,復興一路31~60號,新興區,新興段三小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),5700000,,,,Y,1081023,,6,702,13.49,商,,,134.45,,鋼筋混凝土造,12,700815,38,三層,,,六合一路91~120號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),7800000,,,,Y,1081025,,6,702,13.65,商,,,141.62,,鋼筋混凝土造,12,750721,33,六層,,,中正三路151~180號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,,,,N,透天厝,10000000,7250000,2750000,,N,1081008,,6,704,55,商,,,128.31,,加強磚造,3,491116,59,一層;二層;三層,,,自立一路6巷1~30號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,1,1,1,Y,套房(1房(1廳)1衛),2230000,,,,Y,1081009,,6,703,4.43,商,,,56.15,住家用,鋼筋混凝土造,16,830407,26,十一層,,,復興一路61~90號,新興區,新興段三小段
買賣,房地(土地+建物),1,1,,1,1,1,Y,住宅大樓(11F含以上有電梯),1390000,,,,Y,1081029,,6,703,3.73,商,,,36.46,見其他登記事項,鋼筋混凝土造,12,720505,36,七層,,,復興一路31~60號,新興區,新興段三小段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),5900000,,,,Y,1081003,,6,702,6.1,商,,,72.62,住家用,鋼筋混凝土造,15,1041023,4,五層,,,復興一路61~90號,新興區,新興段二小段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),7600000,,,,Y,1081003,,6,702,5.97,商,,,102.72,住家用,鋼筋混凝土造,15,1041023,4,五層,1700000,30.53,復興一路61~90號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,2,2,1,Y,住宅大樓(11F含以上有電梯),5300000,,,,Y,1081027,,6,704,5.16,商,,,77.37,住家用,鋼筋混凝土造,15,1050413,4,十五層,,,七賢二路31~60號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),5850000,,,,Y,1081018,,6,705,7.99,商,,,130.5,住家用,鋼筋混凝土造,26,840911,24,二十六層,,,五福二路61~90號,新興區,大統段一小段
買賣,房地(土地+建物),2,1,,0,1,1,Y,辦公商業大樓,8400000,,,,Y,1081007,,6,705,16.55,商,,,218.85,,鋼筋混凝土造,12,781215,30,十二層,,,五福二路91~120號,新興區,大統段一小段
買賣,房地(土地+建物),1,1,,2,2,1,Y,住宅大樓(11F含以上有電梯),6100000,,,,N,1081027,,6,702,6.88,商,,,78.72,住家用,鋼筋混凝土造,15,1041023,4,五層,,,復興一路61~90號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,,,,N,辦公商業大樓,6750000,,,,N,1080921,,6,702,18.8,商,,,202.48,,鋼筋混凝土造,12,791027,29,十二層;電梯樓梯間,,,八德一路181~210號,新興區,新興段二小段
買賣,建物,,1,,2,2,1,Y,公寓(5F含以下無電梯),153200,,153200,,N,1081021,,6,703,,,,,70.82,,鋼筋混凝土造,5,750916,33,四層;電梯樓梯間,,,忠孝一路226巷31~60號,新興區,新興段三小段
買賣,建物,,1,,2,2,1,Y,公寓(5F含以下無電梯),148700,,148700,,N,1081021,,6,703,,,,,70.82,,鋼筋混凝土造,5,750916,33,五層;電梯樓梯間,,,忠孝一路226巷31~60號,新興區,新興段三小段
買賣,房地(土地+建物),2,1,,2,1,1,Y,華廈(10F含以下有電梯),2200000,,,,N,1081107,,6,702,1.47,商,,,69,,鋼筋混凝土造,10,670315,42,七層,,,林森一路241~270號,新興區,新興段二小段
買賣,土地,1,,,,,,Y,,39115899,39115899,,,N,1081106,,6,706,122,商,,,,,,,,,,,,大統段二小段331~360地號,新興區,大統段二小段
買賣,房地(土地+建物),1,1,,2,2,1,Y,住宅大樓(11F含以上有電梯),4800000,,,,Y,1081103,,6,703,7.13,商,,,77.29,住家用,鋼筋混凝土造,14,1010509,7,三層,,,球庭路61~90號,新興區,新興段三小段
買賣,房地(土地+建物),2,1,,3,2,1,Y,住宅大樓(11F含以上有電梯),3700000,,,,Y,1081021,,6,704,6.58,商,,,75.76,,鋼筋混凝土造,12,711220,37,六層,,,中山一路181~210號,新興區,新興段四小段
買賣,房地(土地+建物),4,1,,1,1,1,Y,套房(1房(1廳)1衛),1380000,,,,Y,1081020,,6,703,3.58,商,,,31.5,,鋼筋混凝土造,12,690815,39,三層,,,復興一路31~60號,新興區,新興段三小段
買賣,房地(土地+建物),1,1,,4,2,4,Y,店面(店鋪),15900000,,,,N,1081101,,6,702,85,商,,,292.28,,鋼筋混凝土造,4,650129,44,一層;二層;三層;四層;騎樓,,,八德一路241~270號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,2,2,2,Y,透天厝,3200000,,,,N,1081105,,6,702,28.67,商,,,48.89,,加強磚造,2,551112,53,一層;二層;騎樓,,,河南一路61~90號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,7,2,3,Y,透天厝,9000000,,,,N,1081002,,6,702,47.5,商,,,117.93,,鋼筋混凝土造,3,620702,46,一層;二層;三層;騎樓,,,南華路121~150號,新興區,新興段二小段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),6030000,,,,Y,1080922,,6,703,8.92,商,,,96.69,住家用,鋼筋混凝土造,14,1010509,7,七層,0,16.98,球庭路61~90號,新興區,新興段三小段
買賣,房地(土地+建物),2,1,,6,2,4,Y,透天厝,3000000,,,,N,1081116,,6,704,33,商,,,113.96,,鋼筋混凝土造,4,680810,40,一層;二層;三層;四層;地下層,,,八德二路21巷1~30號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,1,1,1,Y,套房(1房(1廳)1衛),2700000,,,,Y,1081101,,6,700,12.15,商,,,75.2,住家用,鋼筋混凝土造,8,811214,27,四層,,,河南一路1~30號,新興區,大港埔段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),3100000,,,,N,1081029,,6,701,26.78,商,,,82.08,,鋼筋混凝土造,5,680611,40,三層,,,中東街271~300號,新興區,新興段一小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,Y,住宅大樓(11F含以上有電梯),6000000,,,,Y,1081016,,6,704,9.88,商,,,105.84,住家用,鋼筋混凝土造,14,910403,18,八層,0,0,民主路31~60號,新興區,新興段四小段
買賣,房地(土地+建物),2,8,,26,2,26,Y,華廈(10F含以下有電梯),29500000,,,,N,1081007,,6,703,130,商,,,724.75,,鋼筋混凝土造,7,780527,30,夾層;地下層,,,民生一路331~360號,新興區,新興段三小段
買賣,房地(土地+建物),2,1,,2,1,1,Y,公寓(5F含以下無電梯),450000,,,,N,1080927,,6,706,6.58,商,,,11.25,,鋼筋混凝土造,4,610502,47,一層,,,忠孝一路94巷1~30號,新興區,大統段二小段
買賣,房地(土地+建物),1,1,,2,2,2,Y,公寓(5F含以下無電梯),9280000,,,,N,1081027,,6,701,45.13,商,,,103.41,,鋼筋混凝土造,4,640616,44,一層;二層;騎樓,,,六合一路31~60號,新興區,新興段一小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,Y,住宅大樓(11F含以上有電梯),11730000,5630000,6100000,,Y,1080815,,6,704,10.15,商,,,177.13,住家用,鋼筋混凝土造,15,1060424,2,十二層,0,37.25,七賢二路31~60號,新興區,新興段四小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,Y,住宅大樓(11F含以上有電梯),10600000,6090000,5510000,,Y,1080830,,6,704,10.32,商,,,180.84,住家用,鋼筋混凝土造,15,1060424,2,六層,0,40.6,七賢二路31~60號,新興區,新興段四小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,Y,住宅大樓(11F含以上有電梯),12000000,5760000,6240000,,Y,1080910,,6,704,9.98,商,,,174.84,住家用,鋼筋混凝土造,15,1060424,2,四層,0,37.25,七賢二路31~60號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,5,2,2,Y,公寓(5F含以下無電梯),4200000,,,,N,1081022,,6,706,34,商,,,61.56,,鋼筋混凝土造,4,690228,40,一層;二層,,,忠孝一路37巷1~30號,新興區,大統段二小段
買賣,房地(土地+建物),1,1,,2,2,2,Y,公寓(5F含以下無電梯),1400000,,,,N,1081022,,6,706,17,商,,,30.78,,鋼筋混凝土造,4,690228,40,三層,,,忠孝一路37巷1~30號,新興區,大統段二小段
買賣,房地(土地+建物),1,1,,2,2,2,Y,公寓(5F含以下無電梯),1200000,,,,N,1081022,,6,706,16,商,,,28.94,,鋼筋混凝土造,4,690228,40,四層,,,忠孝一路37巷1~30號,新興區,大統段二小段
買賣,房地(土地+建物),1,1,,2,1,2,Y,華廈(10F含以下有電梯),2770000,,,,Y,1081108,,6,702,4.82,商,,,71.04,,鋼筋混凝土造,10,670315,42,八層,,,林森一路241~270號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,6,2,5,Y,透天厝,15680000,,,,N,1080923,,6,701,64,商,,,156.39,,鋼筋混凝土造,4,651204,43,一層;二層;三層;四層;騎樓,,,復橫一路31~60號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,1,1,1,Y,套房(1房(1廳)1衛),1200000,,,,N,1081102,,6,704,3.89,商,,,32.44,住家用,鋼筋混凝土造,7,801126,28,六層,,,民主路1~30號,新興區,新興段四小段
買賣,土地,1,,,,,,Y,,16500000,,,,N,1080927,,6,702,83,商,,,,,,,,,,,,新興段二小段631~660地號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,4,2,3,Y,透天厝,9920000,,,,N,1080615,,6,704,46,商,,,104.95,,鋼筋混凝土造,4,660514,42,一層;二層;三層;四層,,,南台路43巷1~30號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,3,1,2,Y,透天厝,6640000,,,,N,1080615,,6,704,52,商,,,65.1,,加強磚造,2,571130,51,一層;二層,,,中正四路63巷20弄1~30號,新興區,新興段四小段
買賣,房地(土地+建物),2,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),4000000,,,,Y,1081111,,6,701,12.65,商,,,112.02,,鋼筋混凝土造,11,690604,39,三層,,,復興一路1~30號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,6,3,3,Y,透天厝,16000000,,,,N,1081031,,6,702,96,商,,,205.14,,加強磚造,3,491230,59,一層;二層;三層;騎樓,,,南華橫二路61~90號,新興區,新興段二小段
買賣,房地(土地+建物),2,1,,0,1,1,Y,華廈(10F含以下有電梯),3800000,,,,N,1081028,,6,705,20.86,商,,,95.81,,鋼筋混凝土造,7,670605,41,五層,,,文橫一路1~30號,新興區,大統段一小段
買賣,房地(土地+建物),1,1,,3,1,2,Y,華廈(10F含以下有電梯),3300000,,,,Y,1081103,,6,705,15.08,商,,,70.59,,鋼筋混凝土造,7,681011,40,四層,,,五福二路1~30號,新興區,大統段一小段
買賣,房地(土地+建物),1,1,,3,2,1,Y,公寓(5F含以下無電梯),3420000,,,,N,1081124,,6,706,28.4,商,,,81.91,,加強磚造,4,610801,47,四層,,,民享街1~30號,新興區,大統段二小段
買賣,房地(土地+建物),1,2,,4,1,1,Y,辦公商業大樓,6550000,,,,Y,1081117,,6,702,13.65,商,,,145.05,,鋼筋混凝土造,12,750721,33,七層,,,中正三路151~180號,新興區,新興段二小段
買賣,房地(土地+建物),1,10,,,,,N,住宅大樓(11F含以上有電梯),42000000,,,,N,1081002,,6,704,98.88,商,,,1272.34,,鋼筋混凝土造,16,800415,28,十五層,,,大同一路181~210號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,4,0,4,Y,住宅大樓(11F含以上有電梯),6360000,,,,Y,1081110,,6,702,13.59,商,,,138.9,,鋼筋混凝土造,12,760425,33,四層,,,六合一路151~180號,新興區,新興段二小段
買賣,房地(土地+建物),2,1,,1,1,1,Y,華廈(10F含以下有電梯),3000000,,,,Y,1081011,,6,702,6.47,商,,,50.33,,鋼筋混凝土造,10,670315,42,五層,,,林森一路241~270號,新興區,新興段二小段
買賣,房地(土地+建物)+車位,2,1,1,3,1,2,Y,住宅大樓(11F含以上有電梯),5650000,,,,Y,1081120,,6,701,11.04,商,,,113.51,,鋼筋混凝土造,12,730229,36,十一層,0,0,洛陽街31~60號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,2,2,2,Y,住宅大樓(11F含以上有電梯),11100000,5330000,5770000,,Y,1081015,,6,704,8.61,商,,,139.88,住家用,鋼筋混凝土造,15,1060424,2,七層,,,七賢二路31~60號,新興區,新興段四小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,Y,住宅大樓(11F含以上有電梯),11900000,5710000,6190000,,Y,1080928,,6,704,10.15,商,,,177.13,住家用,鋼筋混凝土造,15,1060424,2,十三層,0,37.25,七賢二路31~60號,新興區,新興段四小段
買賣,房地(土地+建物),2,1,,3,2,2,Y,公寓(5F含以下無電梯),3300000,,,,N,1081027,,6,702,27.75,商,,,75.57,,鋼筋混凝土造,4,660604,42,四層,,,興華路1~30號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,4,2,2,Y,住宅大樓(11F含以上有電梯),7400000,,,,Y,1081022,,6,706,17.97,商,,,195.38,,鋼筋混凝土造,12,790522,29,十二層,,,復興二路151~180號,新興區,大統段二小段
買賣,房地(土地+建物),2,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),2000000,,,,Y,1081112,,6,701,5.11,商,,,59.17,,鋼筋混凝土造,12,671111,41,十一層,,,七賢一路211~240號,新興區,新興段一小段
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,Y,華廈(10F含以下有電梯),9800000,,,,Y,1081009,,6,702,25.41,商,,,209.14,住家用,鋼筋混凝土造,7,801030,28,三層,0,0,林森一路181~210號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,,,,N,透天厝,4280000,,,,N,1081109,,6,705,45,商,,,61.69,,加強磚造,2,540113,55,一層;二層,,,玉竹一街34巷1~30號,新興區,大統段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,華廈(10F含以下有電梯),4800000,,,,N,1081122,,6,701,17.87,商,,,85.88,住家用,鋼筋混凝土造,7,711217,37,七層,,,同心路91~120號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,,,,N,辦公商業大樓,8000000,,,,Y,1080917,,6,701,9.45,商,,,171.46,商業用,鋼筋混凝土造,25,810915,27,二十一層,,,民生一路31~60號,新興區,新興段一小段
買賣,房地(土地+建物)+車位,1,1,1,1,1,1,Y,住宅大樓(11F含以上有電梯),9280000,,,,N,1081127,,6,702,8.96,商,,,138.1,住家用,鋼筋混凝土造,15,1041023,4,十四層,0,30.53,復興一路61~90號,新興區,新興段二小段
買賣,房地(土地+建物),2,1,,3,2,2,Y,公寓(5F含以下無電梯),3250000,,,,N,1081210,,6,704,18.8,商,,,82.2,,鋼筋混凝土造,5,710222,38,二層,,,自立一路6巷1~30號,新興區,新興段四小段
買賣,房地(土地+建物),1,1,,2,2,2,Y,透天厝,12800000,,,,N,1080918,,6,701,59,商,,,104.81,,加強磚造,2,551018,53,一層;二層;騎樓,,,八德一路91~120號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,2,2,2,Y,店面(店鋪),9380000,,,,Y,1081023,,6,703,48.61,商,,,190.54,住商用,鋼筋混凝土造,7,820706,26,一層;二層;騎樓;地下層,,,大同一路61~90號,新興區,新興段三小段
買賣,房地(土地+建物),1,1,,7,0,7,Y,住宅大樓(11F含以上有電梯),5300000,,,,Y,1081113,,6,703,14.65,商,,,141.77,,鋼筋混凝土造,12,701229,38,六層,,,復興一路1~30號,新興區,新興段三小段
買賣,房地(土地+建物),2,1,,3,2,1,Y,住宅大樓(11F含以上有電梯),5420000,,,,Y,1081107,,6,700,19.68,商,,,135.33,,鋼筋混凝土造,12,721119,36,九層,,,河南一路1~30號,新興區,大港埔段
買賣,房地(土地+建物),1,1,,1,1,1,Y,住宅大樓(11F含以上有電梯),1650000,,,,Y,1081105,,6,703,4,商,,,35.37,,鋼筋混凝土造,12,720505,37,十一層,,,復興一路31~60號,新興區,新興段三小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),4880000,,,,N,1081112,,6,706,8.57,商,,,83.45,,鋼筋混凝土造,12,770530,31,十層,,,林森一路1~30號,新興區,大統段二小段
買賣,房地(土地+建物),1,1,,1,1,1,Y,套房(1房(1廳)1衛),2400000,,,,Y,1081129,,6,702,3.16,商,,,37.27,住家用,鋼筋混凝土造,14,940803,14,七層,,,南華路181~210號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,12,5,9,Y,透天厝,28500000,,,,N,1081107,,6,702,101,商,,,445.95,,鋼筋混凝土造,5,710911,37,一層;二層;三層;四層;五層;騎樓;地下層,,,六合一路151~180號,新興區,新興段二小段
買賣,房地(土地+建物),1,1,,2,2,1,Y,公寓(5F含以下無電梯),2280000,,,,N,1081122,,6,702,17.2,商,,,59.11,,鋼筋混凝土造,5,660521,43,五層,,,仁愛一街121~150號,新興區,新興段二小段
買賣,房地(土地+建物)+車位,1,1,1,,,,N,辦公商業大樓,7800000,,,,Y,1081017,,6,701,9.45,商,,,173.42,商業用,鋼筋混凝土造,25,810915,27,十二層,0,0,民生一路31~60號,新興區,新興段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),4000000,,,,N,1081204,,6,703,26.87,商,,,74.71,,鋼筋混凝土造,5,700911,38,二層,,,新興路31~60號,新興區,新興段三小段
